yyyy,PerNo,PerStatus,sex,工作分類,職等,廠區代碼,管理層級,工作資歷1,工作資歷2,工作資歷3,工作資歷4,工作資歷5,專案時數,專案總數,當前專案角色,特殊專案佔比,工作地點,訓練時數A,訓練時數B,訓練時數C,生產總額,榮譽數,是否升遷,升遷速度,近三月請假數A,近一年請假數A,近三月請假數B,近一年請假數B,出差數A,出差數B,出差集中度,年度績效等級A,年度績效等級B,年度績效等級C,年齡層級,婚姻狀況,年資層級A,年資層級B,年資層級C,任職前工作平均年數,最高學歷,畢業學校類別,畢業科系類別,眷屬量,通勤成本,歸屬部門
2016,7016,0,1,1,4,20,1,0,0,0,0,0,22,2,5,0,6,0,0,1,3,0,0,3,3,7,0,0,1,0,0,1,10,2,6,1,4,2,2,1,2,4,9,0,8,20071
2017,7016,0,1,1,4,20,1,0,0,0,0,0,22,1,5,0,6,0,0,0,2,0,0,4,3,8,0,0,1,0,0,1,5,2,7,1,4,3,2,1,2,4,9,0,8,20071
2014,7017,1,1,1,3,19,4,0,1,0,0,0,22,3,5,1,6,0,0,4,12,1,0,2,2,8,5,4,1,0,0,6,9,5,8,2,3,1,4,2,,4,8,0,8,19135
2014,7018,0,1,1,4,8,1,0,0,0,0,1,22,1,1,0,6,0,0,5,3,0,0,4,8,10,0,0,1,0,0,2,7,5,5,2,3,3,0,0,,4,8,0,8,8038
2015,7018,0,1,1,4,8,1,0,0,0,0,1,22,1,1,0,6,0,0,1,3,0,0,4,4,10,0,0,1,1,0,2,8,4,6,2,3,3,0,0,,4,8,0,8,8074
2016,7018,0,1,1,4,8,1,0,0,0,0,1,22,3,1,1,6,0,2,1,2,0,0,4,5,8,0,0,1,1,0,2,1,4,6,2,3,3,0,0,,4,8,0,8,8181
2017,7018,0,1,1,4,8,1,0,0,0,0,1,21,3,5,1,6,0,0,1,1,0,0,4,4,9,0,0,1,1,0,2,9,4,6,2,3,3,0,0,,4,8,0,8,8181
2014,7020,0,1,1,7,16,1,0,0,0,0,0,23,1,5,0,5,1,0,2,7,0,0,3,2,6,0,0,1,0,0,5,5,2,6,2,2,2,0,2,2,3,3,0,8,16178
2015,7020,0,1,1,7,16,1,0,0,0,0,0,23,3,5,1,5,1,0,3,4,0,0,4,1,4,0,0,1,0,1,5,8,2,7,2,3,3,0,2,2,3,3,0,8,16178
2016,7020,0,1,1,7,16,1,0,0,0,0,0,23,2,5,1,5,1,0,5,2,0,0,4,3,6,0,0,1,0,0,5,8,2,7,2,3,3,0,2,2,3,3,0,8,16178
2017,7020,0,1,1,7,16,1,0,0,0,0,0,23,3,5,1,5,0,0,2,2,0,0,4,3,5,0,0,1,0,1,5,9,2,7,2,3,3,0,2,2,3,3,0,8,16178
2015,7023,0,0,1,4,16,1,0,1,0,0,0,24,1,5,0,5,1,0,1,10,0,0,1,0,5,0,0,1,10,0,1,1,2,6,2,2,1,2,1,,1,6,1,8,16070
2016,7023,0,0,1,4,16,1,0,1,0,0,0,22,2,5,1,5,0,2,2,11,0,0,2,4,8,0,0,1,1,0,1,2,2,7,2,2,1,2,1,,1,6,1,8,16070
2017,7023,0,0,1,4,16,1,0,1,0,0,0,23,1,5,0,5,0,4,5,5,0,0,2,3,6,0,0,1,1,0,1,5,2,7,2,2,1,2,1,,1,6,1,8,16070
2016,7025,0,1,1,2,9,4,0,0,1,0,0,23,3,1,0,2,2,0,1,5,0,0,4,2,6,0,0,3,2,1,4,5,2,12,1,6,5,2,2,,4,3,1,8,9044
2017,7025,0,1,1,2,9,4,0,0,1,0,0,23,2,1,0,2,3,0,2,7,1,0,5,3,4,0,0,5,0,4,4,5,5,13,1,6,5,2,2,,4,3,1,8,9044
2014,7026,0,1,1,3,8,1,0,0,0,0,0,23,1,1,13,5,0,0,1,14,0,0,1,5,6,0,0,1,0,0,2,10,5,13,2,7,6,3,1,2,,8,0,8,8012
2014,7027,0,1,1,7,4,1,0,0,0,0,0,23,2,5,2,6,0,0,1,12,0,0,1,2,6,0,0,2,0,2,5,10,4,3,2,2,1,2,1,,,6,1,10,4045
2015,7027,0,1,1,7,4,1,0,0,0,0,0,23,3,5,1,6,0,0,1,17,0,0,1,2,5,0,0,3,0,2,5,1,5,4,2,2,1,2,1,,,6,1,10,4045
2016,7027,0,1,1,7,4,1,0,0,0,0,0,23,5,5,1,6,0,0,1,19,1,0,2,6,6,0,0,1,0,1,5,1,5,4,2,2,1,2,1,,,6,1,10,4045
2017,7027,0,1,1,7,4,1,0,0,0,0,0,22,2,5,3,6,1,0,1,14,2,0,2,6,8,0,0,1,0,1,5,1,5,4,2,2,2,2,1,,,6,1,10,4045
2014,7029,0,0,2,7,16,1,0,0,0,0,0,23,2,5,15,5,0,0,1,11,0,0,1,1,7,0,0,0,0,0,9,9,2,8,1,6,5,2,1,1,3,9,0,8,16001
2015,7029,0,0,2,7,16,1,0,0,0,0,0,23,1,5,15,5,0,0,1,8,0,0,2,2,6,0,0,0,0,0,5,9,2,8,1,6,5,2,1,1,3,9,0,8,16001
2016,7029,0,0,2,7,16,1,0,0,0,0,0,22,1,5,15,5,0,0,1,6,0,0,2,3,7,0,0,0,0,0,5,7,2,8,1,6,5,2,1,1,3,9,0,8,16001
2017,7029,0,0,2,7,16,1,0,0,0,0,0,23,1,5,15,5,0,0,1,3,0,0,2,3,7,0,0,0,0,0,5,5,2,9,1,6,5,2,1,1,3,9,0,8,16001
2014,7031,0,1,1,3,17,1,0,0,0,0,0,24,3,5,1,6,0,0,2,2,0,0,1,2,6,0,0,1,0,1,2,8,2,9,1,5,1,7,2,2,4,3,2,8,17033
2015,7031,0,1,1,3,17,1,0,0,0,0,0,24,4,5,1,6,1,0,3,2,0,0,1,2,4,0,0,2,0,1,2,6,2,9,1,5,1,7,2,2,4,3,1,8,17033
2016,7031,0,1,1,3,19,1,0,0,0,0,0,23,2,5,0,6,0,0,5,2,0,0,2,3,5,0,0,1,0,2,6,6,2,9,1,5,1,7,2,2,4,3,1,8,19135
2014,7032,0,1,1,4,8,1,0,0,0,0,0,23,2,5,0,5,0,0,1,3,0,0,4,5,6,0,0,1,0,0,10,4,5,10,1,5,5,1,1,2,,8,2,9,8139
2015,7032,0,1,1,4,8,1,0,0,0,0,0,23,2,5,0,5,0,0,1,3,0,0,4,5,6,0,0,1,0,0,10,4,2,11,1,6,5,1,1,2,,8,2,9,8028
2016,7032,0,1,1,4,8,1,0,0,0,0,0,22,3,5,0,5,0,0,0,2,0,0,4,5,6,0,0,1,0,0,1,5,2,11,1,6,6,1,1,2,,8,2,9,8028
2017,7032,1,1,1,4,8,1,0,0,0,0,0,23,4,1,4,5,0,0,1,3,0,0,5,2,7,0,0,1,0,0,1,4,2,11,1,6,6,1,1,2,,8,2,9,8028
2014,7036,0,1,1,3,13,6,0,0,0,1,1,23,3,1,2,6,0,0,4,6,1,0,2,4,6,0,0,1,1,1,6,1,4,9,1,5,5,0,0,2,4,3,2,9,13034
2015,7036,0,1,1,3,13,6,0,0,0,1,1,23,4,1,3,6,0,7,1,6,1,0,2,6,6,0,0,2,1,1,6,1,5,9,1,5,5,0,0,2,4,3,2,9,13034
2016,7036,0,1,1,3,13,6,0,0,0,1,1,24,4,5,1,6,0,0,1,6,1,0,2,0,3,0,0,2,1,2,6,1,4,9,1,5,5,0,0,2,4,3,2,9,13034
2017,7036,1,1,1,3,13,1,0,0,0,1,1,22,4,5,1,6,1,0,1,3,2,0,2,3,5,0,0,2,1,1,6,1,2,10,1,6,6,0,0,2,4,3,2,9,13034
2016,7038,1,1,1,7,14,1,1,0,0,0,0,10,1,5,0,6,0,0,1,2,0,0,1,2,5,0,0,1,0,0,10,4,2,5,1,2,1,3,2,2,,5,2,8,14105
2014,7040,0,1,1,4,2,1,0,0,0,0,1,23,1,5,0,6,0,0,3,5,0,0,4,2,6,0,0,1,0,0,1,10,4,6,1,3,3,0,0,,,8,3,8,2101
2015,7040,0,1,1,4,2,4,0,0,0,0,1,23,3,5,1,6,3,0,3,4,0,0,4,2,6,0,0,1,0,1,2,10,4,7,1,3,3,0,0,,,8,3,8,2101
2016,7040,0,1,1,4,2,4,0,0,0,0,1,23,2,5,1,6,2,0,2,3,0,0,4,1,6,0,0,1,0,0,2,1,4,7,1,3,3,0,0,,,8,3,8,2101
2017,7040,0,1,1,4,2,4,0,0,0,0,1,23,3,5,1,6,4,0,2,1,0,0,5,2,5,0,0,1,0,0,2,1,5,7,1,3,3,0,0,,,8,3,8,2098
2014,7045,0,0,1,7,8,1,0,0,0,0,0,23,3,5,1,5,0,0,1,1,1,0,5,2,6,0,0,6,0,3,5,1,4,8,1,5,5,0,0,,3,8,2,8,8139
2015,7045,0,0,1,7,8,1,0,0,0,0,0,20,3,1,1,5,0,0,1,1,1,0,5,3,6,0,0,5,0,2,10,7,5,9,1,5,5,0,0,,3,8,2,8,8028
2016,7045,0,0,1,7,8,1,0,0,0,0,0,23,2,1,0,5,0,0,0,0,1,0,6,2,6,0,0,5,0,2,10,4,4,9,1,6,6,0,0,,3,8,2,8,8028
2017,7045,0,0,1,7,8,1,0,0,0,0,0,23,4,1,1,5,0,0,1,0,0,0,6,0,6,0,0,4,0,2,10,1,4,9,1,6,6,0,0,,3,8,2,8,8028
2015,7047,0,1,1,4,8,1,0,0,0,0,0,23,1,1,0,6,3,0,1,0,0,0,1,1,6,0,0,8,0,2,1,1,5,7,1,4,1,5,5,2,,7,1,8,8142
2016,7047,0,1,1,4,8,1,0,0,0,0,0,23,2,1,0,6,1,0,1,0,0,0,2,1,6,0,0,8,0,2,1,1,4,8,1,4,1,5,5,2,,7,1,8,8142
2017,7047,0,1,1,4,8,6,0,0,0,0,0,22,3,1,1,6,2,0,3,0,0,0,2,1,6,0,0,9,0,2,1,1,5,8,1,4,1,5,5,2,,7,1,8,8142
2014,7048,0,0,1,7,8,1,0,0,0,0,0,23,1,5,1,6,0,0,1,10,0,0,3,4,7,0,0,0,0,0,5,2,2,6,1,4,2,3,2,2,4,7,0,8,8038
2015,7048,0,0,1,7,8,1,0,0,0,0,0,23,1,5,2,6,0,0,1,6,0,0,3,1,6,0,0,0,0,0,10,4,2,7,1,4,2,3,2,2,4,7,0,8,8074
2016,7048,0,0,1,7,8,1,0,0,0,0,0,22,1,5,0,6,0,0,1,3,0,0,3,3,8,0,0,1,0,0,10,1,5,7,1,4,2,3,2,2,4,7,0,8,8181
2017,7048,0,0,1,7,8,1,0,0,0,0,0,22,2,5,2,6,0,0,1,1,0,0,4,3,9,0,0,1,0,0,10,9,5,7,1,4,3,3,2,2,4,7,0,8,8181
2014,7050,0,1,1,4,13,1,0,0,0,0,1,23,1,5,0,11,0,0,0,1,0,0,8,2,6,0,0,4,0,7,6,7,5,12,1,7,7,0,0,2,3,6,0,9,13087
2015,7050,0,1,1,4,13,1,0,0,0,0,1,23,1,5,0,11,0,0,1,2,0,0,8,1,6,0,0,3,1,8,7,4,5,13,1,7,7,0,0,2,3,6,0,9,13087
2014,7052,0,1,1,7,6,1,0,1,0,0,0,24,1,5,0,6,0,0,2,2,0,0,1,5,7,0,0,0,0,0,5,4,2,2,2,1,1,0,0,2,5,5,0,8,6024
2015,7052,1,1,1,7,20,1,0,1,0,0,0,23,3,5,0,6,0,2,1,3,0,0,1,0,7,1,1,1,1,0,5,1,2,2,2,1,1,0,0,2,5,5,0,8,20184
2014,7053,0,1,1,3,8,6,0,0,0,1,1,23,4,1,2,6,0,2,1,19,0,0,2,4,6,0,0,2,1,1,1,1,5,5,1,3,3,0,0,2,4,1,2,6,8157
2015,7053,0,1,1,3,8,6,0,0,0,1,1,23,4,5,1,6,0,0,1,18,0,0,2,5,6,0,0,2,1,2,2,1,5,6,1,3,3,0,0,2,4,1,2,6,8157
2016,7053,0,1,1,3,8,6,0,0,0,1,1,23,3,1,1,6,0,0,1,16,1,0,2,3,6,0,0,1,1,2,2,1,5,6,1,3,3,0,0,2,4,1,2,6,8157
2017,7053,0,1,1,3,8,6,0,0,0,1,1,23,5,1,6,6,2,1,1,16,1,0,2,1,6,0,0,1,1,1,2,1,4,6,1,3,3,0,0,2,4,1,2,6,8157
2014,7054,0,1,1,2,8,6,0,0,0,0,0,23,5,2,4,6,1,5,1,28,0,0,5,6,7,0,0,1,1,1,3,1,5,11,1,6,6,0,0,,4,6,2,8,8181
2015,7054,0,1,1,2,8,6,0,0,0,0,0,23,3,5,3,6,3,3,1,16,0,0,5,7,7,0,0,1,1,1,3,1,4,12,1,6,6,0,0,,4,6,2,8,8181
2016,7054,0,1,1,2,8,6,0,0,0,0,0,23,3,5,2,6,0,5,1,17,0,0,5,5,6,0,0,1,2,1,3,1,4,12,1,6,6,0,0,,4,6,2,8,8181
2017,7054,0,1,1,2,8,2,0,0,0,0,0,22,4,5,2,6,0,6,2,17,0,0,5,7,8,0,0,1,1,1,3,1,5,12,1,7,7,0,0,,4,6,2,8,8181
2016,7055,0,1,1,4,5,1,0,0,0,0,0,23,1,5,0,6,0,0,1,24,1,0,6,5,6,0,0,1,0,0,6,2,2,10,1,5,5,1,1,2,4,9,2,8,5103
2017,7055,0,1,1,4,5,1,0,0,0,0,0,23,2,5,1,6,0,0,4,17,0,0,6,0,6,0,0,1,0,0,6,7,2,11,1,5,5,1,1,2,4,9,2,8,5103
2014,7056,0,1,1,3,14,1,0,0,0,0,1,22,2,5,3,6,0,0,2,7,0,0,1,6,10,0,0,1,0,0,2,9,5,5,2,2,2,0,0,,4,8,0,8,14067
2015,7056,0,1,1,3,14,1,0,0,0,0,1,22,2,5,0,6,0,0,3,6,0,0,1,3,9,0,0,1,0,3,2,8,5,6,2,2,2,0,0,,4,8,0,6,14067
2016,7056,0,1,1,3,14,1,0,0,0,0,1,21,4,5,1,6,0,0,1,5,0,0,2,7,11,0,0,1,0,0,6,10,5,6,2,2,2,0,0,,4,8,0,6,14067
2017,7056,0,1,1,3,14,1,0,0,0,0,1,22,2,1,1,6,0,1,1,4,1,0,2,4,10,0,0,1,1,0,6,10,5,6,2,3,3,0,0,,4,8,0,6,14067
2014,7059,0,0,1,7,8,1,0,0,0,0,0,23,3,1,2,5,1,0,1,2,1,0,3,6,6,0,0,4,0,2,5,10,5,5,1,3,2,1,1,2,3,8,1,8,8139
2015,7059,0,0,1,7,8,1,0,0,0,0,0,23,2,5,4,5,0,0,1,2,1,0,3,2,6,0,0,3,0,4,10,4,5,6,1,3,2,1,1,2,3,8,1,8,8028
2016,7059,0,0,1,7,8,1,0,0,0,0,0,23,2,5,2,5,0,0,1,3,1,0,4,2,6,0,0,2,0,2,10,1,4,6,1,3,3,1,1,2,3,8,1,8,8028
2017,7059,0,0,1,7,8,1,0,0,0,0,0,23,2,1,11,5,0,0,1,3,0,0,4,1,7,0,0,2,0,2,10,1,5,6,1,3,3,1,1,2,3,8,1,8,8028
2016,7061,0,1,1,3,5,5,0,0,0,0,0,22,2,5,0,3,1,0,1,14,1,0,2,4,6,0,0,2,0,2,2,9,5,8,1,3,3,0,0,,,3,3,10,5027
2017,7061,0,1,1,3,5,5,0,0,0,0,0,23,3,1,2,3,0,0,1,10,1,0,2,2,6,0,0,2,0,1,2,1,5,8,1,3,3,0,0,,,3,3,10,5027
2014,7062,0,1,1,7,13,1,0,0,0,0,0,23,3,5,8,6,0,0,1,1,0,0,3,6,6,0,0,1,0,0,5,4,2,10,2,6,6,0,0,,3,3,0,8,13183
2015,7062,0,1,1,7,13,1,0,0,0,0,0,23,5,5,12,6,0,0,1,1,0,0,4,9,6,0,0,0,0,0,5,8,2,11,2,6,6,0,0,,3,3,0,8,13183
2016,7062,0,1,1,7,13,1,0,0,0,0,0,23,3,5,7,6,0,0,1,1,0,0,4,6,6,0,0,0,0,0,5,10,2,11,2,6,6,0,0,,3,3,0,8,13183
2017,7062,0,1,1,7,13,1,0,0,0,0,0,23,4,5,5,6,0,0,1,1,1,0,4,1,2,0,0,1,0,0,5,8,2,11,2,6,6,0,0,,3,3,0,8,13183
2014,7063,0,0,1,1,10,1,0,0,0,0,0,23,1,5,0,6,0,0,1,1,2,0,4,3,6,0,0,0,0,0,9,6,5,8,1,5,5,0,0,1,3,4,3,8,10008
2015,7063,0,0,1,1,10,1,0,0,0,0,0,23,1,5,2,6,0,0,1,1,1,0,4,3,6,0,0,1,0,0,9,4,2,9,1,5,5,0,0,1,3,4,3,8,10155
2016,7063,0,0,1,7,10,1,0,0,0,0,0,23,2,5,0,6,0,0,1,1,0,1,1,4,6,0,0,1,0,0,5,5,2,9,1,5,5,0,0,1,3,4,3,8,10155
2017,7063,0,0,1,7,10,1,0,0,0,0,0,22,2,5,0,6,0,0,1,1,0,0,1,2,6,0,0,0,0,0,5,5,2,9,1,5,5,0,0,1,3,4,3,8,10155
2014,7065,0,1,1,4,8,1,0,0,0,0,1,23,1,5,0,6,1,0,2,6,0,0,3,5,6,0,0,1,0,0,1,5,5,6,1,2,2,0,0,,3,8,1,8,8142
2015,7065,0,1,1,4,8,1,0,0,0,0,1,23,2,5,0,6,0,0,1,4,0,0,3,4,6,0,0,1,0,1,1,4,5,6,1,2,2,0,0,,3,8,1,8,8142
2016,7065,0,1,1,4,8,1,0,0,0,0,1,23,1,1,0,6,1,0,1,4,0,0,4,3,6,0,0,1,0,2,1,1,5,7,1,3,3,0,0,,3,8,2,8,8142
2017,7065,0,1,1,4,8,1,0,0,0,0,1,23,1,1,0,6,3,0,1,8,0,0,4,3,6,0,0,2,0,2,1,1,5,7,1,3,3,0,0,,3,8,2,8,8142
2014,7066,1,1,1,7,10,1,0,0,0,0,1,23,1,5,0,6,0,0,1,15,1,0,1,5,6,0,0,1,0,0,5,8,2,2,2,1,1,0,0,2,4,3,0,11,10008
2014,7067,0,1,1,4,14,1,0,0,0,0,0,23,2,5,1,6,0,0,2,5,1,0,2,3,7,0,0,1,0,0,1,9,5,6,1,2,1,1,1,,,8,1,8,14053
2015,7067,0,1,1,4,14,1,0,0,0,0,0,22,1,5,1,6,2,0,4,8,1,0,2,3,6,0,0,1,0,0,1,1,4,7,1,2,2,1,1,,,8,1,8,14053
2016,7067,0,1,1,3,14,6,0,0,0,0,0,22,3,1,1,6,0,3,3,9,1,1,1,5,6,0,0,1,1,1,2,9,5,7,1,2,2,1,1,,,8,1,8,14053
2017,7067,0,1,1,3,14,6,0,0,0,0,0,23,2,5,0,6,0,3,3,7,1,0,1,4,6,0,0,1,1,1,2,1,5,7,1,2,2,1,1,,,8,2,8,14160
2014,7070,0,1,1,7,13,1,0,0,0,0,1,23,2,5,1,1,0,1,4,6,1,0,2,5,7,0,0,2,1,2,5,1,5,3,2,1,1,0,0,2,,3,0,11,13065
2015,7070,0,1,1,7,11,1,0,0,0,0,1,21,1,5,0,1,0,2,1,10,2,0,2,2,11,1,1,1,1,2,5,1,2,3,2,2,2,0,0,2,,3,0,11,11182
2016,7070,0,1,1,7,11,1,0,0,0,0,1,21,1,5,0,1,0,0,1,11,2,0,2,2,9,0,0,1,0,2,5,8,2,3,2,2,2,0,0,2,,3,0,11,11182
2017,7070,0,1,1,7,11,1,0,0,0,0,1,22,1,5,0,1,0,0,2,5,1,0,3,4,9,0,0,1,0,1,10,8,5,4,2,2,2,0,0,2,,3,0,11,11182
2015,7071,0,1,1,4,14,1,0,0,0,0,0,23,1,5,0,6,0,0,1,8,0,0,1,3,7,0,0,1,0,3,10,1,4,4,1,2,1,2,1,2,,6,2,8,14040
2016,7071,0,1,1,4,14,1,0,0,0,0,0,22,1,5,1,6,0,0,2,8,0,0,1,2,8,0,0,1,0,1,10,1,4,4,1,2,1,2,1,2,,6,2,15,14040
2017,7071,0,1,1,4,14,1,0,0,0,0,0,22,1,1,0,6,0,0,1,4,0,0,2,1,8,0,0,1,1,4,10,1,5,4,1,2,1,2,1,2,,6,3,15,14040
2014,7076,0,1,1,2,2,6,0,0,0,0,0,23,3,1,0,6,0,2,4,10,2,0,4,4,6,0,0,1,1,1,3,6,2,12,1,5,3,5,3,,4,6,0,9,2058
2015,7076,0,1,1,2,2,6,0,0,0,0,0,23,3,1,3,6,0,3,1,7,2,0,4,4,6,0,0,1,1,1,3,5,5,12,1,5,3,5,3,,4,6,0,9,2058
2016,7076,0,1,1,2,2,2,0,0,0,0,0,23,2,1,0,6,0,0,2,7,0,0,5,1,6,0,0,1,0,1,3,4,5,12,1,6,3,5,3,,4,6,0,9,2058
2017,7076,0,1,1,2,2,4,0,0,0,0,0,23,2,1,0,6,0,0,3,5,0,0,5,2,5,0,0,1,1,2,3,8,5,13,1,6,3,5,3,,4,6,0,9,2029
2014,7077,0,1,1,4,8,1,0,0,0,0,0,23,3,1,0,6,0,0,1,17,0,0,1,2,6,0,0,1,1,0,10,7,2,8,1,4,3,1,1,2,,8,2,8,8126
2015,7077,0,1,1,4,8,1,0,0,0,0,0,23,3,5,0,6,0,0,2,18,0,0,2,7,7,0,0,1,0,1,10,4,2,8,1,4,4,1,1,2,,8,2,8,8126
2016,7077,0,1,1,4,8,1,0,0,0,0,0,23,3,5,1,6,0,0,1,17,0,0,2,2,7,0,0,1,0,1,10,7,2,9,1,4,4,1,1,2,,8,2,8,8126
2017,7077,0,1,1,4,8,1,0,0,0,0,0,22,3,5,6,6,0,0,0,14,1,0,2,1,8,0,0,1,0,0,10,10,2,9,1,4,4,1,1,,,8,2,8,8126
2014,7079,0,0,1,7,19,1,0,0,0,0,0,23,3,5,6,6,0,0,2,3,1,0,5,6,7,0,0,0,0,0,10,6,2,12,1,8,7,1,1,3,3,6,1,8,19043
2015,7079,0,0,1,7,19,1,0,0,0,0,0,23,3,5,5,6,0,0,2,3,1,0,6,1,7,0,0,0,0,0,10,5,2,13,1,8,8,1,1,3,3,6,1,8,19043
2015,7080,0,1,1,4,8,1,0,0,0,0,1,23,3,5,1,5,0,0,1,5,0,0,1,3,7,0,0,1,0,1,10,1,5,4,2,1,1,0,0,,4,8,0,8,8012
2016,7080,1,1,1,4,8,1,0,0,0,0,1,22,2,5,1,5,1,0,1,5,0,0,1,6,7,3,4,1,1,0,10,1,2,4,2,1,1,0,0,,4,8,0,8,8012
2016,7082,1,1,1,3,10,6,0,1,0,0,0,23,3,5,2,6,0,0,4,12,2,0,1,2,7,0,0,0,0,0,2,10,4,5,1,3,1,3,1,2,,6,2,8,10011
2014,7084,0,1,1,3,18,1,0,0,0,1,0,23,2,5,0,6,2,0,2,13,0,0,1,4,6,0,0,1,0,0,6,3,2,9,1,4,4,1,1,,4,5,2,6,18025
2015,7084,0,1,1,3,18,1,0,0,0,1,0,23,1,5,2,6,0,0,0,11,0,0,2,3,6,0,0,1,0,0,6,3,2,10,1,4,4,1,1,,4,5,2,6,18025
2016,7084,0,1,1,3,18,1,0,0,0,1,0,23,2,5,0,6,2,0,0,7,1,0,2,3,6,0,0,1,0,1,6,5,2,10,1,5,5,1,1,,4,5,2,6,18025
2017,7084,0,1,1,3,18,1,0,0,0,1,0,22,2,5,0,6,2,0,2,3,1,0,2,2,9,0,0,1,0,0,6,6,5,10,1,5,5,1,1,,4,5,2,6,18025
2014,7085,1,0,1,4,10,1,0,0,0,0,0,23,2,5,0,6,2,0,2,4,2,1,1,3,7,0,0,1,0,0,5,7,2,3,2,1,1,1,1,2,4,8,1,8,10011
2016,7086,0,0,1,7,13,1,0,0,0,0,0,23,3,5,0,6,0,0,2,8,1,0,1,3,6,0,0,1,0,0,5,8,5,2,2,1,1,0,0,2,4,3,0,8,13049
2017,7086,0,0,1,7,13,1,0,0,0,0,0,23,3,1,0,6,0,0,3,8,1,0,1,2,6,0,0,1,0,0,5,9,5,3,2,1,1,0,0,2,4,3,0,9,13049
2017,7091,0,0,1,4,8,1,0,0,0,0,0,22,2,5,0,5,2,0,3,4,1,0,1,2,7,0,0,1,0,1,1,10,5,8,1,5,1,7,2,2,3,2,1,8,8028
2014,7093,0,1,1,4,8,1,0,0,0,0,0,23,3,5,1,6,0,0,1,21,2,0,2,4,7,0,0,1,1,1,1,1,4,5,2,1,1,0,1,,4,8,0,8,8157
2015,7093,0,1,1,3,8,1,0,0,0,0,0,22,4,1,1,6,0,0,1,19,1,1,1,3,6,0,0,1,0,1,2,1,4,5,2,2,2,0,1,,4,8,0,8,8157
2016,7093,0,1,1,3,8,1,0,0,0,0,0,23,4,5,1,6,0,0,1,14,1,0,1,2,6,0,0,1,1,1,2,1,4,6,2,2,2,0,1,,4,8,0,8,8157
2017,7093,0,1,1,3,8,1,0,0,0,0,0,22,3,5,1,6,3,0,1,7,1,0,1,4,7,0,0,2,1,1,2,1,4,6,2,2,2,0,1,,4,8,0,8,8157
2014,7095,0,1,1,4,14,1,0,0,0,1,0,23,2,5,3,6,0,0,2,11,0,0,2,2,6,0,0,7,0,6,1,1,4,7,2,3,2,3,2,2,5,5,0,8,14105
2015,7095,0,1,1,3,14,1,0,0,0,1,0,22,2,1,5,6,0,0,1,14,0,1,1,6,6,0,0,8,1,5,1,1,4,7,2,3,2,3,2,2,5,5,0,8,14105
2016,7095,0,1,1,3,14,1,0,0,0,1,0,23,2,5,1,6,3,0,1,9,0,0,1,3,6,0,0,6,0,3,2,1,4,8,2,4,2,3,2,2,5,5,0,8,14105
2017,7095,0,1,1,3,14,1,0,0,0,1,0,23,2,1,7,6,0,0,1,7,0,0,1,3,6,0,0,7,0,4,2,1,5,8,2,4,2,3,2,2,5,5,0,8,14105
2014,7097,1,1,1,4,8,1,0,0,0,0,1,23,2,1,1,5,0,0,2,8,0,0,2,4,6,0,0,1,1,0,1,10,4,5,2,1,1,0,0,,,8,0,8,8139
2014,7104,0,1,1,7,13,1,0,0,0,0,0,23,1,5,1,6,0,0,2,5,0,0,2,6,6,0,0,2,1,3,5,1,2,11,1,7,5,3,1,3,3,6,2,8,13168
2015,7104,0,1,1,7,13,1,0,0,0,0,0,23,2,5,0,6,0,0,2,5,0,0,2,6,6,0,0,2,0,7,5,1,2,11,1,7,6,3,1,3,3,6,2,8,13168
2016,7104,0,1,1,7,13,1,0,0,0,0,0,22,1,5,0,6,0,0,3,4,0,0,2,6,6,0,0,3,0,8,10,1,2,12,1,7,6,3,1,3,3,6,2,8,13168
2017,7104,0,1,1,7,13,1,0,0,0,0,0,24,1,5,0,6,0,0,2,3,0,0,2,1,3,0,0,3,0,10,10,9,2,12,1,7,6,3,1,3,3,6,2,8,13168
2014,7108,0,0,1,7,8,1,0,0,0,0,0,23,2,1,0,6,0,0,1,7,0,0,4,3,6,0,0,1,0,1,5,9,2,6,1,3,3,0,0,2,,8,2,8,8074
2015,7108,0,0,1,4,8,1,0,0,0,0,0,23,2,1,0,6,0,0,1,7,0,1,1,5,6,0,0,1,0,1,10,10,5,6,1,3,3,0,0,2,,8,2,8,8074
2016,7108,0,0,1,4,8,1,0,0,0,0,0,23,2,5,0,6,0,0,1,7,0,0,1,5,6,0,0,2,0,2,10,1,2,6,1,4,4,0,0,2,,8,2,8,8074
2017,7108,0,0,1,4,8,1,0,0,0,0,0,23,2,1,0,6,3,0,2,5,0,0,1,3,6,0,0,3,0,3,10,1,5,7,1,4,4,0,0,2,,8,2,8,8074
2015,7110,0,1,1,7,20,1,0,0,0,0,1,24,3,5,0,6,0,0,2,1,0,0,1,3,5,0,0,1,0,0,5,7,2,2,2,1,1,0,0,2,4,5,1,8,20054
2016,7110,0,1,1,7,20,1,0,0,0,0,1,23,2,5,0,6,0,0,2,1,0,0,1,4,5,0,0,0,0,0,5,8,2,2,2,1,1,0,0,2,4,5,1,8,20054
2017,7110,0,1,1,7,18,1,0,0,0,0,1,23,2,5,0,6,0,0,1,1,0,0,2,6,7,0,0,1,0,0,5,10,2,2,2,1,1,0,0,2,4,5,1,8,18111
2014,7111,0,1,1,4,16,4,0,0,0,0,0,23,3,5,1,5,1,0,2,80,0,0,5,3,7,0,0,1,0,0,2,2,2,10,1,5,4,3,3,2,,3,1,9,16178
